,a,b,c,d,e
29,8.63840820630697,21.817732983301475,-25.859458199059176,1.585725388509724,Category 0
30,11.244682648108268,27.923736917684685,-31.49507326711136,2.8881927778687175,Category 0
31,7.959870698182451,20.774443414926857,-21.525467945018484,2.3480813547337562,Category 0
32,11.860128493102737,28.740769808205624,-30.01458846251456,2.4036477241687657,Category 0
33,10.143662193648032,25.018138487477298,-29.714186338846698,2.7362936000354434,Category 1
34,11.031010269892334,26.84990353579864,-32.61087932797087,1.5825834993838193,Category 0
35,12.160056390882243,29.71361645272122,-26.489023700977935,2.175058310621389,Category 0
36,8.749833888192626,22.193400869406837,-24.465228355322626,1.652452245346172,Category 1
37,11.513500364192076,27.788955571408607,-31.947582212055103,1.449716875912194,Category 1
38,8.069864856660068,20.951610791059405,-23.23444127081212,1.2634573272469865,Category 1
39,11.24266003745365,27.132458243533467,-26.643612703231046,2.2789544862884563,Category 1
40,10.126408961545685,25.35076140022839,-26.174295379557954,1.8716578791328886,Category 1
41,9.695050095442728,24.654254526276617,-25.441684917397723,2.5328812576450597,Category 0
42,10.283180410354177,25.72609347536373,-24.72309924203094,2.402091681936514,Category 1
43,7.788044290329019,20.547544635458497,-21.205952232899733,1.4656646807225762,Category 1
44,7.101136734267243,19.330810825869282,-21.40146277569538,2.4576658980114905,Category 1
45,12.49848762374682,30.06976880188903,-31.219890922873027,1.641298771247717,Category 0
46,5.549464082498562,15.902035173840119,-15.805417384235142,2.904287162643935,Category 0
47,11.92510011805375,28.521499500092897,-32.51069445084331,2.6199528641345093,Category 0
48,13.528196740109653,32.08475967237292,-32.19532877000867,2.429857625214378,Category 1
49,10.280906926650687,25.550164513299485,-23.025889572682225,1.1247232495667987,Category 1
50,10.106519597477899,25.61118199884039,-26.041963027854916,1.1130699972874132,Category 0
51,12.992042747550602,20.14627281960246,-23.141405186784215,1.6924171979450366,Category 1
52,8.80319716273016,22.961974918727805,-26.317989940304827,1.991088713115141,Category 1
53,11.094414265331913,27.31112251696269,-29.824023558565663,2.0922514020246643,Category 0
54,7.0379684768833854,19.035523035944514,-19.655870161069707,1.6598857246722865,Category 0
55,7.587331331039707,20.387692962070293,-22.892140633432422,1.1567904615972207,Category 0
56,9.2577389522354,23.6408577994029,-28.415201773288608,1.619691805721968,Category 0
57,11.729231171461306,28.475839096887256,-27.48165614553391,1.3980413118999855,Category 0
58,9.285728968480807,23.748754651800347,-27.691041360220293,1.2954484173789862,Category 1
59,7.142628280012184,19.019811030368864,-20.490449037224074,1.0007419663357762,Category 0
60,8.597290958251783,22.472919092691765,-24.062695258000037,2.5643554197787424,Category 0
61,12.952015615588405,30.88908291248868,-34.55526843755593,2.2631913929034,Category 0
62,10.093501152046112,25.216232953259464,-29.017443958522037,2.431424388408619,Category 0
63,7.24445143687077,19.576581232853343,-17.653869713672975,2.2032479486886825,Category 1
64,10.164546178383858,25.259792909389123,-29.610870651173787,1.0530981632621326,Category 1
65,11.955908076787596,29.182699880482335,-28.8443189901276,1.1753231663890398,Category 1
66,11.416540864643274,27.880552307005125,-32.45025735530323,1.3451754216392733,Category 0
67,8.03032995366328,21.435613134945463,-23.81585542173943,1.1872244955801685,Category 0
68,9.194548264745873,23.175268792825122,-25.133313613045942,2.1893534796212957,Category 0
69,10.599414132142602,26.271476211079886,-27.944693860783477,1.7721049980412296,Category 1
70,8.570858500626064,21.807812231673132,-23.999028872985864,1.3529757790670123,Category 1
71,7.502347970813718,20.344959421098327,-22.14745621360564,2.300626170252871,Category 0
72,12.09350502593255,29.183201931216498,-29.354928125227712,2.033372653199676,Category 0
73,5.435591050443871,16.05988853692717,-16.884510348669732,2.5485103015313104,Category 0
74,7.878008295337285,21.201566334606476,-21.74108036892122,2.0203473658856117,Category 0
75,10.238022798786456,25.561498208536037,-20.287755404235792,1.1460804518875873,Category 1
76,13.207084088741295,31.247546657638235,-35.299692402512584,1.708035653398274,Category 0
77,7.888297219616915,21.163314162633096,-23.557104278184177,2.8256892801634796,Category 0
78,6.693326000877152,18.293447027348726,-20.78388018097139,1.7436951508910572,Category 1
79,9.925716045693928,25.255731916388193,-27.589527677037037,2.8594008469846948,Category 0
80,9.38582854388726,23.83884796632456,-23.50452135994968,1.4075135446829372,Category 0
81,12.172737384517708,28.954232226699318,-29.117264556980047,1.1338733066495867,Category 0
82,12.002385989121079,28.824650117584927,-28.010819028480395,1.0775133439884357,Category 1
83,9.819123440060734,24.58730163873053,-26.304878371293732,2.8597935155157996,Category 0
84,10.56929238028179,26.250165505772245,-26.81615245705414,2.649324086090351,Category 0
85,8.185417320987124,21.25794578638666,-24.670575596729364,1.2339819390085887,Category 1
86,10.764227390847207,26.55103118336136,-30.93679316450933,2.2977717056456157,Category 1
87,7.937650612506452,21.07128724837485,-25.343397074698032,2.659460629714795,Category 0
88,7.345406388583177,19.65211109668821,-21.042210143996297,1.3308841044630384,Category 1
89,12.250954058073452,29.7587690243751,-29.08584414431344,1.2982232071441357,Category 1
90,10.538599057614832,26.289302274761997,-29.334916207986314,2.6201217665457244,Category 0
91,11.513507371488739,28.030401252186696,-24.614857131965373,1.4445915423653708,Category 1
92,9.871728195277573,24.762115270589884,-28.509831840943324,2.5793658000454194,Category 0
93,8.718007976920884,22.63497756840545,-22.62656037735747,2.5030904899868194,Category 1
94,10.586246193450204,25.751843043319827,-28.26067695475695,2.3519267952298644,Category 0
95,10.113316492692302,25.136405702987414,-27.600410520216705,2.892802604712781,Category 0
96,10.63674413579438,25.827833841484615,-26.129641143299747,2.1689309009736135,Category 0
97,11.857536062217292,28.930301443437106,-33.22695962808775,2.7735808825653825,Category 0
98,11.742311264891905,28.085997326206005,-30.84624020005813,1.3160028810657793,Category 1
99,13.529812363128165,32.01405637643366,-33.00582996667935,1.5419049222414485,Category 0
100,8.91458042304172,22.914927502944597,-29.68075901130026,2.1514665689386514,Category 1
101,9.92577190928809,24.78422833374254,-24.01725060418454,2.8865323778827436,Category 0
102,9.065100786833451,23.213195831455224,-26.85756372091753,2.0536421578521518,Category 0
103,10.841943531264322,27.0420404791858,-30.31875758609601,1.4412944161601582,Category 0
104,11.271469460883125,27.249697643949975,-29.03491768983765,2.7382304224570957,Category 0
105,11.062015958014292,27.02666313144925,-29.609904713369634,1.7528647220311064,Category 0
106,6.968534149765671,18.808622742680974,-18.610908350931044,1.4351795979291804,Category 0
107,11.368365201329667,27.920584116401333,-29.91480343276763,2.4539636395650684,Category 0
108,7.9901396773918805,20.67479773430629,-23.861167250184145,1.1658000672813857,Category 1
109,9.873602560525347,25.411158879145123,-27.220338804892997,2.2486053566133455,Category 0
110,10.333727542962542,25.602114998799706,-29.61878884234194,1.2686070605524002,Category 1
111,9.32909007426482,23.564368926277485,-24.557720741802942,2.699185272052813,Category 0
112,9.328247512659438,23.829659662207124,-24.420622227246714,1.5053523401563076,Category 0
113,13.92123834164946,32.51739627105659,-32.86601872414835,1.4044036365797075,Category 0
114,13.984174971491022,33.28498326201084,-33.09073871704256,1.9179571049300523,Category 0
115,12.67538858031477,30.096099790948845,-31.993774785319143,1.4396311518461693,Category 0
116,8.563677914239031,22.087114824904326,-22.727100486474853,2.441240664410011,Category 0
117,12.034628387403052,29.17675449499639,-35.126369934529045,1.9172565688010994,Category 0
118,10.695881004184573,26.66587469489781,-26.82160721623404,1.7276134684027977,Category 0
119,12.295535116983778,29.229031398503338,-33.57344559007072,1.3808019641177998,Category 1
120,10.952338528415751,26.87300759280394,-28.074329119806013,2.597058403540548,Category 0
121,10.06625687455185,25.252944150282673,-27.615238802614616,1.612369423965617,Category 1
122,6.549698430733902,17.851826184821103,-19.562246188585345,1.5021300860264504,Category 0
123,10.296678513975856,25.204404478636267,-28.15596627496353,1.3144556613229392,Category 1
124,10.93954105821053,27.43867365989751,-29.140590420747934,1.7469861759393677,Category 0
125,10.008025244221738,25.24482414218211,-29.228256616846416,2.5188980304749493,Category 1
126,9.32867031255617,24.172477971102666,-24.452066518036297,2.5879390773739326,Category 0
127,8.345682214242727,22.09106382320812,-21.389414795078835,2.661406749774449,Category 1
128,9.8444365558411,24.510386019161064,-27.78553025879831,2.422752194926826,Category 1
129,8.716310442752889,22.653647796133132,-24.528438295115876,1.8008634616950436,Category 0
130,11.439756219150135,28.183042349176457,-34.294712062213655,2.814469444737134,Category 1
131,9.057090378698684,23.15150640585019,-27.56871372917198,2.7140232944967595,Category 0
132,8.362865620796773,21.77540899807847,-23.141405186784215,1.2397739133542216,Category 0
133,7.9414670021670775,21.008308979382456,-19.58037852340597,1.5017457777656447,Category 1
134,7.058372068706068,19.19936689623076,-23.648896291830937,2.6514991961864247,Category 1
135,7.549237835439293,20.123361494240505,-22.711107280162334,1.1823532284371163,Category 1
136,13.699192136845536,32.3525057215784,-30.90239658691424,1.2822674309746391,Category 0
137,11.227710630367472,27.48207956660564,-31.260208163360783,1.188136541545403,Category 1
138,8.410340744636512,22.35979755165815,-25.77101944754607,2.7298886165731187,Category 0
139,10.488105023073533,25.858084594943975,-28.67630769139919,1.2488882869057738,Category 0
140,9.152193954262861,23.412292368033224,-25.794150620042238,1.5910944200137995,Category 0
141,13.3759206148342,31.794814376978824,-31.90608471308409,2.0115370646440285,Category 0
142,9.66038139292052,24.985963812577232,-26.230343883325126,2.6444646932502396,Category 0
143,11.723440600507958,28.538295884623555,-32.71644704504997,1.214926439676186,Category 1
144,6.36907597623625,17.770069547395074,-20.34551918684682,1.39109851271351,Category 1
145,7.2910714307668325,19.77955138516582,-23.421415695693177,2.170985038076216,Category 0
146,9.623010464765393,23.79588667686351,-24.5630986494742,1.222638345805806,Category 1
147,9.899975369653545,24.734425602706168,-27.594872283534308,2.791584507381986,Category 0
148,5.430028836290069,15.995840423349232,-15.097744441366235,2.216945145059143,Category 0
149,10.954515539872519,26.601582504417742,-28.447427867534994,2.116663317703039,Category 0
150,8.528568913699615,21.58255089392732,-23.218709315512225,2.6683662848444594,Category 0
151,5.870757606827692,17.36017338264362,-21.04744384686785,1.7782585254329029,Category 0
152,13.302921127862742,31.802686201716828,-31.55090590164945,2.1100062906931667,Category 0
153,10.864868623480028,26.926908299231037,-32.13640783204148,1.3994343875418394,Category 1
154,8.43761395564289,21.944288181856283,-24.222827602056608,2.6653773626787416,Category 0
155,10.751092574604291,26.10902797821638,-26.04537527775213,2.9956724426717076,Category 0
156,10.597012332348326,26.160643560255746,-26.41227842923763,2.086378597475469,Category 0
157,11.309297093396758,27.662705150631073,-33.33977341846296,1.8142850206301033,Category 0
158,11.073569259344133,27.401615160049463,-26.680707281642018,1.500537382793361,Category 1
159,8.726175287612453,22.352257668563126,-22.958708160456663,1.512285395668585,Category 0
160,11.156428999956116,27.388679229997983,-30.016915797594457,1.1906632266539972,Category 1
161,4.238108304699432,13.649189253595123,-16.149570702088454,1.905442223508773,Category 0
162,11.98826541608224,28.941894412624105,-31.17108053746269,2.0316464349192183,Category 1
163,11.023670948714711,27.0331266900809,-29.095808446592805,2.3667557628895346,Category 0
164,6.933276589306848,18.996081975770334,-22.91762530380552,1.4267230972567515,Category 0
165,12.969937615880166,30.580423394667445,-33.10665670161153,2.6454374590366143,Category 0
166,11.346300387172755,28.104947512593238,-29.90914770883931,2.0069092135651956,Category 0
167,11.74982916175955,28.884963665757503,-31.27736698922428,1.2993622219131955,Category 1
168,8.773401581163235,22.425011412023434,-25.242635444993443,2.963192468124026,Category 0
169,9.062168391084919,22.952290092675238,-27.297186639240433,2.262980245895421,Category 0
170,9.987582687237955,24.795224178009278,-25.333633838563458,2.2718789767136203,Category 1
171,8.44594189922041,22.07446565902205,-24.369202054202393,1.3944870257578397,Category 1
172,11.381143003703475,27.914756759568625,-30.960612381089224,2.676233656911686,Category 1
173,9.026596276057832,22.62591228849704,-21.614800639141343,1.448980041986305,Category 1
174,10.640043922474742,26.242877203823124,-30.184506804672406,2.0245887884268337,Category 0
175,8.182378068591698,21.56046513684486,-21.492060136879036,1.0531190108784185,Category 1
176,8.617738421194941,22.59582974610398,-25.41517556558684,1.1603634563762855,Category 1
177,8.844213139362704,22.721548079201817,-25.58798241593201,1.5867778629337932,Category 1
178,9.229317614972171,23.554739432965473,-27.269783070163275,2.236431912335062,Category 0
179,11.20766354863758,27.24187142875552,-27.976032910625154,2.8546263821954136,Category 0
180,8.233245683497401,21.617435908879088,-25.63799048131099,2.792988957414897,Category 0
181,12.232176515091917,29.235411346702396,-32.800942502628395,2.507960370570468,Category 0
182,6.9443285858103625,19.084210412486666,-19.456663768716865,1.7105743663490887,Category 1
183,9.977603898587533,24.877284663734848,-26.586565540880322,2.7130748294603926,Category 0
184,9.88465888642644,24.880401443690104,-25.520431157375747,1.6132133004961593,Category 1
185,12.036394644958067,28.847867241070723,-31.945076239989856,1.0917571502728085,Category 1
186,8.400955003332102,21.566933372259097,-20.59317226218472,1.3950746686332083,Category 1
187,9.012370084633245,22.956021894737955,-22.646767066212384,1.5502777712932452,Category 0
188,6.472639703420688,17.654383623997187,-14.018774378532989,1.9504315085004784,Category 1
189,9.328135656095496,23.445417163000236,-28.08460160994513,2.5805412055352814,Category 0
190,7.786029191086699,20.585494399783904,-23.924685448878037,1.2315968948786902,Category 1
191,8.138182394685774,20.96697569873349,-27.906864107006502,2.0327659284362802,Category 1
192,7.09945201624781,19.367235114258314,-20.131204055346878,2.5694185421003706,Category 1
193,6.61568560435631,18.43461534138788,-19.573724721824608,1.14065913380481,Category 0
194,10.131607299680295,24.952350780986578,-25.83475037423488,2.633916240924226,Category 0
195,8.61154034219094,22.62063665927704,-25.06814179974534,2.321732211403993,Category 1
196,12.152824425579452,29.995157133364515,-29.909793993275315,1.6614114062325827,Category 0
197,9.887663664653648,24.73866566812989,-29.702808916689452,1.4298711608492685,Category 0
198,8.094152400740523,21.4974973856063,-21.584071985882673,2.29632965221125,Category 0
199,14.490719158753683,33.86884249380342,-38.38787035280031,1.802234266006763,Category 0
200,13.79242269237082,32.77160796037689,-30.670651659393823,2.517402699190666,Category 0
201,14.096585863118314,33.048041082415814,-37.963778131588924,1.1187668324108435,Category 1
202,9.5849870375327,24.00538972268953,-24.933075962200054,2.374108910616059,Category 0
203,13.694178918080546,32.48313588389047,-38.17307966650455,1.9618487278433232,Category 0
204,10.213213469766098,25.55164360235431,-28.61508393194552,2.03602847908925,Category 0
205,9.942982305279427,24.90162589445881,-25.53824425885245,1.751249229512239,Category 1
206,9.012115652933472,22.642561039055703,-24.71562938734202,1.7749056176276063,Category 0
207,9.25580329304719,23.79264358247029,-26.782512877961267,2.210941046120303,Category 0
208,7.925671750680965,20.70307294822368,-21.753758057629923,1.5164441277670506,Category 0
209,7.231873101353025,19.41551042442048,-22.81673788125883,1.164631717696481,Category 1
210,10.583370933102529,26.552942227334672,-31.828277028067134,2.092082866647067,Category 0
211,13.000956906736421,30.668291491198186,-34.59326418267294,1.3595693001185045,Category 1
212,9.603077014092166,24.106457179894637,-23.546582291329372,2.42503001589351,Category 0
213,9.60360074287484,23.951109326041156,-23.72975299722103,2.8451787611229853,Category 0
214,10.329432897918691,25.376560899166392,-27.901359244874754,2.9482540813448948,Category 0
215,10.323780893208902,25.607420885979597,-29.304903668829173,1.119274780722697,Category 0
216,9.748394590909857,24.374563173597053,-25.57458183749629,2.663422602523309,Category 0
217,11.409007404661727,27.893017110592126,-30.516722925446828,1.4116208302696056,Category 1
218,9.825031260533121,24.819036611775818,-27.351924089336272,2.7799490764575765,Category 1
219,8.885732881489506,22.56378387652234,-21.14787231155513,1.209833170192428,Category 0
220,10.764299054341324,26.67827159694915,-27.209792570989983,2.2446555338801275,Category 1
221,9.795259054773998,24.529932767507397,-26.783199059229766,2.665040333314353,Category 0
222,12.739779991020743,30.3863094155455,-33.223644676525545,1.030081271479103,Category 0
223,9.846951462354582,24.84351347274174,-30.925985428680963,2.9066205987454525,Category 0
224,9.38238315469323,24.151654869280378,-26.772328472384416,1.4575340158896697,Category 1
225,7.762259057846431,20.47440936727432,-22.59954798129587,2.3388183851549504,Category 1
226,14.657997440035803,34.18710278995832,-37.41268677668179,1.6339411745384156,Category 1
227,7.78754313636476,20.56747589594505,-23.17508823659294,2.0763050325070322,Category 0
228,10.869746708428012,26.751494779120346,-34.150236547074215,2.394984336900661,Category 0
229,8.558645320664905,21.83071473956001,-22.790031415497104,2.435323402213882,Category 0
230,12.026320267308567,28.858330055367603,-29.933635210553383,2.7579369891922827,Category 0
231,13.19888072595657,31.410672475783322,-34.574712122920836,2.671878582367004,Category 1
232,13.33608088114644,31.413361233272532,-33.66166861991682,1.3850781853742786,Category 1
233,9.734171894070068,24.498730539530694,-28.923963210074476,2.2864910647757277,Category 0
234,11.246669393116694,27.382297990717554,-27.18715066110312,2.5587957070606233,Category 0
235,13.66571030789685,32.24771017742776,-32.11059861049396,1.3665265313947388,Category 1
236,9.979731427455478,24.80235750214541,-23.864742681850448,2.026940329377073,Category 0
237,6.317839452104487,17.54570537701537,-19.241591764823244,2.748340529035813,Category 0
238,9.98208439182474,25.01366279279634,-27.631816345983946,2.5708479248175626,Category 0
239,14.22696178754587,33.09393054417664,-34.55203407549483,1.0418704829992205,Category 1
240,10.171061549584646,25.196265409003974,-25.198307967052777,2.5390750427490465,Category 0
241,9.515672806491345,23.85407197411405,-27.391342222756162,2.096836155350993,Category 0
242,8.00564825963408,20.97166704655269,-19.866732916376826,2.229450977213894,Category 0
243,12.123449994230965,29.30049035571579,-30.15441505174022,2.7668046575735783,Category 0
244,12.182754150277134,29.34682554515656,-30.538336376791168,2.618758776379349,Category 0
245,4.925119699680495,15.25027880238249,-14.74652695222565,2.556867602489442,Category 0
246,9.914446625527754,24.918172881295995,-26.955417876590012,1.5611400735054544,Category 0
247,11.835346628152966,28.324468914310057,-31.22347410734039,2.795113366791395,Category 0
248,13.289191646195743,31.400825137383237,-32.70667900929861,2.242989699094316,Category 0
249,9.410058148822078,23.809196884281516,-25.48918163164577,2.034654620082755,Category 0
250,10.620782040882894,26.09561186528218,-29.184980651135984,2.8553661334119456,Category 0
251,12.085519564454735,28.99839820480379,-27.890419902558335,1.0989301765986967,Category 1
252,10.532062211737392,26.00878166070537,-25.435064062390605,1.1631727702884804,Category 1
253,7.500476304101738,19.442430464565945,-21.498726566922564,1.3015200024981304,Category 1
254,8.01900216029725,21.302994253195727,-19.549286069312174,1.6605035643881958,Category 1
255,7.809979304054448,20.417870419353903,-23.265461930112284,1.4437470454302002,Category 0
256,11.429031315365851,28.032465214447765,-28.675678481959434,1.4470846746821022,Category 0
257,7.858461271337477,20.602961622557412,-21.74972195632447,2.4738295145934144,Category 1
258,11.318645851344243,27.688548164645155,-28.87733191407028,1.6057748034830788,Category 0
259,12.467519274163529,29.876013804057877,-33.530179044056595,2.970489941466229,Category 0
260,11.163491968610911,27.472781122127945,-30.56174082120182,2.3508422693738016,Category 0
261,8.645822100609651,21.888327399580838,-23.26355945327685,2.622807230627208,Category 0
262,9.552909696415107,24.452748813724913,-30.616322303981434,1.291187175958641,Category 0
263,9.301613403930816,23.715469518564465,-24.383569067135824,2.5795712286749106,Category 0
264,10.715215190162603,26.3524389604385,-25.58108027402595,1.865401832098619,Category 0
265,8.918524172738428,22.974326408048043,-24.66546809949557,1.299063797602832,Category 0
266,8.431500418751316,21.82620215151972,-25.147906253575453,2.6656910640227665,Category 0
267,12.367795396509507,29.517049473224343,-30.748148859319766,2.249988770311337,Category 0
268,12.25643089436755,29.61435385081219,-32.304054430015164,1.1548947751442473,Category 1
269,8.996524965337663,22.925641906436734,-26.10446793056033,2.4884836156250385,Category 0
270,14.14690010257515,32.96455682932108,-35.83733246009959,2.7618890875818067,Category 0
271,9.1815681379437,23.554424209107577,-26.72582233738633,1.099229830516703,Category 1
272,9.088743759198795,22.723269473893268,-26.246650430098406,1.6033832201925142,Category 1
273,12.646978971259294,30.50802433288935,-33.37433836331255,1.6737712582323518,Category 1
274,11.151087541899203,27.381213965661452,-29.59205468662328,1.7570717331746153,Category 0
275,10.491363385918342,26.213171602679214,-30.511080881987084,2.2109137578136,Category 0
276,8.980946370776152,22.655057654263633,-24.691678696291614,2.845072708866803,Category 0
277,7.358772232815417,20.13180292552919,-23.854850522456474,2.5255513833048875,Category 0
278,11.492268889100465,27.95227497591967,-32.19420328272927,1.7294527744167825,Category 0
279,11.607941016335602,28.632333682661606,-36.3783138765556,2.9051754827067064,Category 0
280,9.599913051752608,24.279982826180582,-27.65561459666561,1.8024197209269452,Category 0
281,8.292411107472617,21.62331452708225,-21.251836221637976,2.6340846906794644,Category 0
282,10.963115226590237,26.857457275380487,-28.80425979386686,1.8086938828100043,Category 1
283,12.085562044188013,29.021093286138814,-30.81155526028688,2.2119930578270326,Category 1
284,12.67287639800339,30.896520349169066,-35.9942838859433,1.454951609883712,Category 1
285,11.787220023315836,28.38817539311385,-28.64963657751401,1.1391090666394015,Category 1
286,11.037397684274998,27.313880183400826,-28.51955634440473,2.3226773825486244,Category 0
287,13.949055320230993,32.85482609665288,-33.65864394514287,1.8997080880864274,Category 0
288,12.237069067252007,29.674968187703822,-34.278815560927164,1.663112154394985,Category 1
289,8.259339132215667,21.2054915020973,-24.913667570509787,1.3543433857088174,Category 1
290,8.89086695385809,22.63008004828751,-21.406221843575164,2.7015993596616408,Category 0
291,8.884380994326643,22.949247689961254,-20.46520676632541,1.9268933673024695,Category 0
292,10.693159670650859,26.497599713696463,-25.753413679045153,2.994268200726302,Category 0
293,9.995553962584781,24.65750056434616,-26.842781986355558,1.4986378133640492,Category 1
294,11.331394742245234,27.44339676791711,-28.34190076751119,1.7184479151553897,Category 0
295,11.532839357697608,27.84725542756866,-27.63655577208519,1.865215271075366,Category 0
296,13.158566998284396,31.558570167843516,-30.71066127883445,1.8121601892385544,Category 0
297,9.678144280707043,24.415709373884372,-29.23524091830224,2.0035846566689166,Category 0
298,8.625228939130952,22.02535725313997,-22.476865532813523,1.7559514543771992,Category 0
299,10.312390037336396,25.25936699357198,-26.449106297740688,2.6407429314203608,Category 0
300,11.050270363241696,26.871937828352742,-31.29307651686315,2.2608386779977376,Category 0
301,8.969515202032007,22.996089890147505,-27.485322550414473,2.8989182690121194,Category 0
302,11.757133822236923,28.611107420675975,-29.39444561165661,2.8079706948585956,Category 0
303,11.093441546066913,27.114823476085345,-28.577550029342873,2.626939140438731,Category 0
304,10.444113922927864,26.125036775990562,-26.852027373300633,1.9321633965858243,Category 1
305,9.784991616014437,24.29035000589514,-25.225113962821904,1.2708751464895034,Category 0
306,9.173160233528145,23.576410641001484,-26.287590806901388,1.8696388053218795,Category 1
307,8.7716174496435,22.47831903309774,-24.30766407164149,2.2025596228247433,Category 0
308,10.884353904434363,26.570857331517228,-28.605307449417563,2.6371073755896948,Category 0
309,13.042760165772519,30.88344356681344,-32.14163640038747,1.22600343848199,Category 0
310,12.196785839811886,29.57314674917035,-28.917472339231388,2.295881644763524,Category 0
311,10.713615996938003,26.365040819190106,-25.132459013291086,1.4800523199156808,Category 1
312,11.231104420562914,27.476966278522664,-32.66143076086989,2.7934281083839894,Category 0
313,6.917359237920067,18.81070559085662,-21.703887952135787,1.899419603183264,Category 1
314,11.123246398053753,26.78377037655227,-25.913887881418574,2.1429467519294203,Category 1
315,6.8284772391827655,18.67261889980453,-17.76311828210155,1.6513481660991216,Category 1
316,12.209397268393895,29.292945382082845,-27.01647280746213,1.3640539639083138,Category 0
317,12.02857883372612,29.028532846498507,-35.58585446474732,1.7331360336772708,Category 0
318,9.466378165868752,23.483297313855473,-25.503132452843566,1.0893368654547335,Category 1
319,9.425784444529139,23.7848564856933,-26.16556258308683,1.7711801629746973,Category 0
320,6.999137018257604,19.04747651222887,-25.16850980629386,1.4906703204728908,Category 0
321,10.10888682285684,25.31696529604712,-27.140147495870405,1.9481580562578877,Category 0
322,7.036376180793161,18.79534724393968,-20.613846942534856,1.6115054452736088,Category 0
323,11.89768538612573,28.63578976401991,-30.75969316363782,2.7464070387489077,Category 1
324,12.341833543339575,29.573264855602652,-29.837707317457067,2.6810758890868733,Category 0
325,8.356844735186137,21.467583715931582,-25.75281059553448,1.651917220337753,Category 1
326,12.432445395903336,29.414347844231607,-27.316354741883362,2.4793291241099853,Category 1
327,7.245226923425983,19.544325515618606,-18.571018066322367,1.778787674113865,Category 0
328,10.59725902909729,26.038724519001693,-32.32387679739916,2.462722713668476,Category 0
329,7.691448510529426,19.973033744260174,-22.885599335872605,2.4156323092464276,Category 1
330,10.895358455070525,26.716584380217803,-31.16713301868368,1.127716966784812,Category 0
331,9.350578676301103,23.64135271518513,-26.930982838226743,2.394608306333433,Category 0
332,9.518429032364107,23.61631054579844,-24.747390231091728,1.1583498608274982,Category 1
333,7.814013059813213,20.681839161052,-22.419109331919323,2.07009987922309,Category 0
334,11.067417389382197,27.167079891014374,-26.228612513943602,2.0428372127069845,Category 0
335,6.623561377612325,18.140158714155746,-20.95314281204087,1.2994185465873824,Category 1
336,11.123948453593265,27.536529860765658,-26.28965690064437,2.346625841285361,Category 1
337,11.10069313182456,27.35393103001244,-33.50509543125028,2.230398848913932,Category 1
338,11.500352217509185,27.482761842540373,-29.0064610327335,2.8607878307845045,Category 0
339,12.73611364954491,30.67556471074289,-32.80615897306429,2.7755383210759357,Category 0
340,8.776234542395418,22.681990175139823,-24.536529984483977,1.6303871842496347,Category 0
341,9.928513884399797,24.92167012459036,-25.156904562857292,2.070088237423013,Category 0
342,12.49394571782319,30.145595830374933,-33.406703605846985,1.8927834236807521,Category 0
